Network,Station,Latitude,Longitude,Elevation_m,Site
AV,TAPA,51.8144,-177.8148,640.0,"Point Aries, Tanaga Volcano, Alaska"
AV,TASE,51.834935,-178.03717,686.0,"Southeast, Tanaga Volcano, Alaska"
AV,TASO,51.85355,-178.1453,690.0,"South, Tanaga Volcano, Alaska"
AV,VNBL,56.30434,-159.2077,640.7,"Black Lake, Mount Veniaminof, Alaska"
AV,VNCG,56.20186,-159.48344,1199.1,"Cone Glacier, Mount Veniaminof, Alaska"
AV,VNFG,56.2849,-159.5532,1068.0,"Fog Glacier, Mount Veniaminof, Alaska"
AV,VNHG,56.2203,-159.1663,966.0,"Harpoon Glacier,Mount Veniaminof,  Alaska"
AV,VNKR,56.032021,-159.36805,620.0,"Kametolook River, Mount Veniaminof, Alaska"
AV,VNNF,56.2829,-159.3181,1153.0,"North Flank, Mount Veniaminof, Alaska"
AV,VNSG,56.125,-159.0875,761.0,"Slim Glacier, Mount Veniaminof, Alaska"
AV,VNSO,56.081522,-159.264433,649.5,"South, Mount Veniaminof, Alaska"
AV,VNSS,56.2259,-159.4569,1733.0,"Summit, Mount Veniaminof, Alaska"
AV,VNSW,56.07137,-159.56071,696.8,"Southwest, Mount Veniaminof, Alaska"
AV,VNWF,56.1509,-159.5643,1095.0,"West Flank, Mount Veniaminof, Alaska"
AV,WACK,61.9858,-144.3305,2280.0,"Chichokna Glacier, Mount Wrangell, Alaska"
AV,WANC,62.0027,-144.072,4190.0,"Wrangell North Crater,Mount Wrangell, Alaska"
AV,WASW,61.9277,-144.1745,2196.0,"Wrangell Southwest, Mount Wrangell, Alaska"
AV,WAZA,62.0746,-144.1544,2531.0,"Zanetti, Mount Wrangell, Alaska"
AV,WEBT,54.5902,-164.755,467.0,"Beartrack Creek, Westdahl Peak, Alaska"
AV,WECS,54.53,-164.7796,639.0,"Cape Sarichef, Westdahl Peak, Alaska"
AV,WESE,54.4723,-164.586,953.0,"Southeast, Westdahl Peak, Alaska"
AV,WESN,54.57184,-164.58054,552.5,"South, Westdahl Peak, Alaska"
AV,WESP,54.492371,-164.723326,977.0,"Westdahl Peak, Westdahl Peak, Alaska"
AV,WESS,54.4796,-164.7242,908.0,"Westdahl South, Westdahl Peak, Alaska"
AV,WFAR,54.5329,-164.7781,640.0,"Westdahl Faris Peak, Alaska"
AV,WHTR,60.77968,-148.72701,20.0,Whittier Infrasound Array
AV,WPOG,54.5964,-164.7454,445.0,"Westdahl Pogromni, Alaska"
AV,WTUG,54.8466,-164.3873,636.0,"Tugamak, Westdahl Peak, Alaska"
AV,YAN01,61.22137,-147.610609,581.0,"Yale Arm North 01, Alaska"
AV,YAN02,61.221915,-147.611801,536.0,"Yale Arm North 02, Alaska"
AV,YAN03,61.224284,-147.607924,414.0,"Yale Arm North 03, Alaska"
AV,YAREF,61.21593,-147.61687,737.0,"Yale Arm Reference Site, Alaska"
AV,YAS01,61.21168,-147.62761,642.0,"Yale Arm South 01, Alaska"
AV,YAS02,61.212454,-147.631271,530.0,"Yale Arm South 02, Alaska"
AV,YAS03,61.212788,-147.634677,406.0,"Yale Arm South 03, Alaska"
AV,ZRO,54.09163,-165.97798,441.7,"Zero, Akutan Volcano, Alaska"
CN,A11,47.2431,-70.1969,55.0,"St-Roch-Des-Aulnaies, QC, CA"
CN,A16,47.468,-70.0096,13.0,"Riviere Ouelle, QC, CA"
CN,A21,47.7045,-69.6892,47.0,"St-Andre, QC, CA"
CN,A54,47.4568,-70.4134,377.0,"Misere, QC, CA"
CN,A61,47.6936,-70.0914,380.0,"Sainte Mathilde, QC, CA"
CN,A64,47.8274,-69.8914,132.0,"Saint-Simeon, QC, CA"
CN,ALB,49.27,-124.8287,27.0,"Alberni, BC, CA"
CN,ALRN,82.4968,-62.3525,89.0,"CFB Alert, NU, NU, CA"
CN,ATIO,48.828,-91.595,403.0,"Atikokan, Ontario"
CN,ATKO,48.8231,-91.6004,382.7,"Atikokan Iron Mine, ON, CA"
CN,ATLI,59.5898,-133.7147,793.0,"Atlin, BC, CA"
CN,BAIB,52.5757,-131.7534,804.0,"Barry Inlet, BC, CA"
CN,BATG,47.2767,-66.0599,336.0,"Bathurst, NB, CA"
CN,BBB,52.1847,-128.1133,14.0,"Bella Bella, BC, CA"
CN,BCBC,52.372,-126.755,0.0,"Bella Coola, BC, CA"
CN,BCLQ,46.9264,-71.1727,147.0,"Boischatel, QC, CA"
CN,BFSB,48.8336,-125.136,33.0,"Bamfield, BC, CA"
CN,BIB,49.4103,-123.3105,38.0,"Bowen Island, BC, CA"
CN,BJBQ,50.2874,-62.8094,6.0,"Baie Johan Beetz, QC, CA"
CN,BLBC,52.044,-119.2439,2357.0,"Blue River, BC, CA"
CN,BLKN,64.3185,-96.0024,40.0,"Baker Lake, NU, CA"
CN,BMBC,56.0449,-122.1336,1092.0,"Bull Mountain, BC, CA"
CN,BMSB,48.8356,-125.1355,10.0,"Bamfield Marine Station, BC, CA"
CN,BMTB,56.0451,-122.1332,1099.0,"Bullhead Mountain, BC, CA"
CN,BNAB,53.4932,-130.6368,-19.0,"Bonilla, BC, CA"
CN,BNB,52.5758,-131.7522,756.0,"Barry Inlet, BC, CA"
CN,BOIB,49.3903,-123.3788,470.0,"Bowen Island, BC, CA"
CN,BOIN,46.4612,-66.4088,100.0,"Boiestown, NB, CA"
CN,BPBC,50.1571,-127.7721,729.0,"Brooks Peninsula, BC, CA"
CN,BPEB,50.1566,-127.7719,737.0,"Brooks Peninsula, BC, CA"
CN,BRWY,61.3704,-139.0338,802.5,"Burwash Landing, YT, CA"
CN,BSPQ,47.4418,-70.5056,9.0,"Baie-St-Paul, QC, CA"
CN,BTB,49.4686,-125.5226,1607.0,"Buttle Lake, BC, CA"
CN,BVCY,62.4141,-140.8606,708.0,"Beaver Creek, YT, CA"
CN,CACQ,47.9481,-69.4996,6.0,"Cacouna, QC, CA"
CN,CALQ,45.5858,-75.8084,262.0,"Cantley, QC, CA"
CN,CBB,50.0315,-125.3652,277.0,"Campbell River, BC, CA"
CN,CHEG,46.8083,-60.6745,443.0,"Cheticamp, NS, CA"
CN,CHIQ,48.4898,-71.0123,144.0,"Chicoutimi-Nord, QC, CA"
CN,CHRO,46.0376,-77.3794,180.0,"Chalk River, ON, CA"
CN,CLRN,70.4743,-68.5871,9.0,"Clyde River, NU, CA"
CN,CLRS,48.8203,-124.1309,174.0,"Cowichan Lake Research St, BC, CA"
CN,CNOQ,49.302,-68.0746,194.0,"Cote-Nord, QC, CA"
CN,CNQ,49.302,-68.0746,200.0,"Cote-Nord, QC, CA"
CN,COBO,45.6269,-76.8835,146.0,"Cobden, ON, CA"
CN,CRLO,46.0375,-77.3801,168.0,"Chalk River, ON, CA"
CN,CROWY,67.6136,-139.8717,564.0,"Old Crow, YT, CA"
CN,DAQ,47.9627,-71.2437,939.0,"Lac Daran, QC, CA"
CN,DAWY,64.0647,-139.3937,771.0,"Dawson, YT, CA"
CN,DI2B,53.2022,-132.4767,82.0,"Dawson Inlet, BC, CA"
CN,DIB,53.2025,-132.4767,68.0,"Dawson Inlet, BC, CA"
CN,DLBC,58.4368,-130.0304,976.0,"Dease Lake, BC, CA"
CN,DOWB,51.518,-118.517,592.0,"Downie Slide, BC, CA"
CN,DPQ,46.6803,-72.7771,179.0,"St-Jean-Des-Piles, QC, CA"
CN,DRLN,49.2562,-57.5032,241.0,"Deer Lake, NL, CA"
CN,DRMQ,45.8987,-72.4749,91.0,"Drummondville, QC, CA"
CN,EAGLY,66.3701,-136.7191,717.0,"Eagle Plains, YT, CA"
CN,EDB,49.873,-127.1216,150.0,"Eliza Dome, BC, CA"
CN,EDM,53.223,-113.3497,727.0,"Edmonton, AB, CA"
CN,EDMN,47.4607,-68.2398,186.0,"Edmundston, NB, CA"
CN,EDUN,47.3708,-68.3155,199.0,"Edmundston, NB, CA"
CN,EEO,46.641,-79.0735,121.3,"Eldee, ON, CA"
CN,EFO,43.0925,-79.3099,137.0,"Effingham, ON, CA"
CN,EPLO,49.6737,-93.7258,437.3,"Exp. Lake, ON, CA"
CN,ETB,49.3834,-126.5423,13.0,"Estevan Point, BC, CA"
CN,ETPB,49.3833,-126.543,0.0,"Estevan Point ETPB, BC, CA"
CN,EUNU,80.0532,-86.4158,623.0,"Eureka, NU, CA"
CN,FCC,58.7592,-94.0884,19.0,"Fort Churchill, MB, CA"
CN,FHBB,50.0605,-127.1146,12.0,"Fair Harbour, BC, CA"
CN,FNBB,58.8903,-123.0099,618.0,"Fort Nelson, BC, CA"
CN,FNSB,58.8061,-122.7328,440.0,"Fort Nelson, BC, CA"
CN,FRB,63.7469,-68.5451,25.0,"Iqaluit, NU, CA"
CN,FSB,54.4767,-124.3283,747.0,"Fort St. James, BC, CA"
CN,FSJB,54.4588,-124.2944,704.0,"Fort St James, BC, CA"
CN,GAC,45.7032,-75.4776,167.2,"Glen Almond, QC, CA"
CN,GBN,45.4079,-61.5128,47.0,"Guysborough, NS, CA"
CN,GDR,49.7805,-126.0557,123.0,"Gold River, BC, CA"
CN,GGN,45.1184,-66.842,28.0,"Saint George, NB, CA"
CN,GHNB,49.3065,-124.2364,5.0,"Greg House Nanoose, BC, CA"
CN,GOBB,48.9493,-123.5105,173.0,"Galiano Island, BC, CA"
CN,GRQ,46.6059,-75.8587,303.0,"Grand-Remous, QC, CA"
CN,GSQ,48.9142,-67.1106,398.0,"Grosses-Roches, QC, CA"
CN,GTO,49.7455,-86.9611,349.0,"Geraldton, ON, CA"
CN,GTOO,49.7451,-86.9613,359.0,"Geraldton, ON, CA"
CN,HAL,44.6378,-63.5912,65.0,"Halifax, NS, CA"
CN,HG1B,52.9345,-132.1307,5.0,"Mitchell Dam, BC, CA"
CN,HG3B,52.5766,-131.4435,10.0,"Hotspring, BC, CA"
CN,HG4B,52.2931,-131.1976,328.0,"Jedway, BC, CA"
CN,HGPB,53.2536,-132.118,34.0,"Parks Canada Compound, BC, CA"
CN,HGSB,53.2557,-132.1048,92.3,"Sids House Qcc, BC, CA"
CN,HLIO,44.366,-75.954,47.0,"Mallorytown, ON, CA"
CN,HNB,49.2745,-122.5792,183.0,"Haney, BC, CA"
CN,HNBB,49.2873,-122.5729,392.0,"Haney, BC, CA"
CN,HNYB,49.3055,-122.5793,425.0,"Haney, BC, CA"
CN,HOLB,50.6402,-128.1331,547.0,"Holberg, BC, CA"
CN,HOPB,49.3872,-121.4206,236.0,"Hope, BC, CA"
CN,HSNB,47.2769,-66.0601,337.0,"Heath Steele Mine, NB, CA"
CN,HWKO,45.6068,-74.6028,90.0,"Hawkesbury, ON, CA"
CN,HYT,60.8267,-137.5072,1373.0,"Haines Jct., YT, CA"
CN,ICQ,49.5223,-67.2715,58.0,"Islets-Caribou, QC, CA"
CN,IGL,69.3767,-81.8067,38.0,"Igloolik, NU, CA"
CN,ILON,69.3712,-81.8243,50.0,"Igloolik, NU, CA"
CN,INK,68.3065,-133.5254,44.0,"Inuvik, NT, CA"
CN,JAKH,18.2377,-72.518,47.0,"Jacmel, SE, HT"
CN,JEDB,52.2931,-131.1976,328.0,"Jedway, Haida Gwaii, BC, CA"
CN,KAPO,49.451,-82.5077,221.0,"Kapuskasing, ON, CA"
CN,KGNO,44.2272,-76.4934,89.0,"Kingston, ON, CA"
CN,KILO,48.4972,-79.7232,314.0,"Kirkland Lake, ON, CA"
CN,KIPQ,46.7919,-79.0567,274.0,"Kipawa, QC, CA"
CN,KUKN,67.8227,-115.0897,51.0,"Kugluktuk, NT, CA"
CN,KUQ,58.109,-68.4113,54.0,"Kuujjuaq, QC, CA"
CN,LDAQ,47.9636,-71.2443,934.0,"Lac Daran, QC, CA"
CN,LDSQ,45.7127,-76.3469,257.0,"Shawville, QC, CA"
CN,LG4Q,53.6262,-74.0961,151.0,"Lagrande4, QC, CA"
CN,LGNH,18.511,-72.6058,62.0,"LEOGANE, OU, HT"
CN,LIB,54.2558,-133.0583,35.0,"Langara Island, BC, CA"
CN,LLLB,50.609,-121.8815,700.0,"Lillooet, BC, CA"
CN,LMN,45.8544,-64.8063,365.0,"Caledonia Mtn., NB, CA"
CN,LMQ,47.5485,-70.3258,455.0,"La Malbaie, QC, CA"
CN,LZB,48.6122,-123.824,794.0,"Mount Lazard, BC, CA"
CN,MALO,50.0244,-79.7635,271.0,"Mcalpine Lake, ON, CA"
CN,MASB,54.0244,-132.0223,3.0,"Masset, BC, CA"
CN,MAYB,50.4025,-127.1737,1418.0,"Mount Maynard, BC, CA"
CN,MCA1,45.5946,-67.3301,137.0,"Mcadam, NB, CA"
CN,MCA2,45.5921,-67.3127,156.0,"Mcadam, NB, CA"
CN,MCA3,45.587,-67.3367,148.0,"Mcadam, NB, CA"
CN,MCA4,45.5983,-67.3267,90.0,"Mcadam, NB, CA"
CN,MCA5,45.6048,-67.327,123.0,"McAdam, NB, CA"
CN,MCMB1,52.8217,-123.819,1233.8,"Michelle Canyon Maxwell, BC, CA"
CN,MCNB,45.5958,-67.3198,167.0,"McAdam, NB, CA"
CN,MGB,48.9999,-124.697,1310.0,"Mount Grey, BC, CA"
CN,MGMB,50.6279,-123.4081,420.0,"Mountain Meager, BC, CA"
CN,MGRB,48.9997,-124.6971,1310.0,"Mount Grey, BC, CA"
CN,MNB,52.1976,-118.3887,2167.0,"Mount Dainard, BC, CA"
CN,MNQ,50.5333,-68.7744,564.0,"Manicouagan, QC, CA"
CN,MNT,45.5025,-73.6231,112.0,"Montreal, QC, CA"
CN,MNTQ,45.5003,-73.6228,112.0,"Montreal, QC, CA"
CN,MOBC,53.1437,-131.9663,704.0,"Moresby, BC, CA"
CN,MOBC2,53.1442,-131.9674,675.0,"Moresby Haida Gwaii, BC, CA"
CN,MOQ,45.3115,-72.2409,845.0,"Mont-Orford, QC, CA"
CN,MORQ,45.3118,-72.2407,840.0,"Mont Orford, QC, CA"
CN,MRBQ,45.7972,-73.9852,97.0,"Mirabel, QC, CA"
CN,MRHQ,45.887,-74.2127,422.0,"Morin Heights, QC, CA"
CN,MYRA,49.551,-125.5705,632.0,"Myra Falls, BC, CA"
CN,NAB,49.2221,-124.0042,258.0,"Nanaimo, BC, CA"
CN,NANO,50.3543,-86.9684,309.0,"Aroland Nakina, ON, CA"
CN,NATG,50.2872,-62.8102,-1.8,"Baie Johan Beetz, QC, CA"
CN,NCRB,50.4035,-126.0553,1293.0,"Newcastle Ridge, BC, CA"
CN,NCSB,50.4031,-126.0559,1297.0,"Newcastle Ridge, BC, CA"
CN,NDB,53.9538,-132.9399,687.0,"Naden, BC, CA"
CN,NINL,56.5374,-61.6882,38.0,"Nain, NL, CA"
CN,NLLB,49.2271,-123.9882,199.0,"Nanaimo Lost Lake, BC, CA"
CN,NTKA,49.5924,-126.6166,12.0,"Nootka, BC, CA"
CN,ORIO,45.4515,-75.511,74.0,"Orleans Innes Road, ON, CA"
CN,OTAO,45.4069,-75.5526,21.0,"Ottawa Anderson Road, ON, CA"
CN,OTT,45.3939,-75.7148,64.0,"Ottawa, ON, CA"
CN,OZB,48.9612,-125.4978,626.0,"Mt. Ozzard, BC, CA"
CN,PABB,49.2188,-124.8114,36.0,"Port Alberni, BC, CA"
CN,PACB,50.4355,-127.4925,24.0,"Port Alice, BC, CA"
CN,PAPH,18.5225,-72.2993,269.0,"Port au Prince, OU, HT"
CN,PAULN,69.3475,-124.0703,10.0,"Paulatuk, NT, CA"
CN,PCLB,53.7155,-132.5211,492.0,"Port Clements, BC, CA"
CN,PFB,48.5747,-124.4541,449.0,"Port Renfrew, BC, CA"
CN,PGC,48.6498,-123.4521,12.0,"Sidney, BC, CA"
CN,PHC,50.7067,-127.433,32.0,"Port Hardy, BC, CA"
CN,PKLO,51.4987,-90.3522,376.2,"Pickle Lake, ON, CA"
CN,PLBC,59.455,-136.3659,285.0,"Pleasant Camp, BC, CA"
CN,PLSQ,46.1063,-71.8202,164.0,"Plessisville, QC, CA"
CN,PMAQ,49.8285,-64.3269,25.0,"Port Menier Anticosti Is, QC, CA"
CN,PNPO,48.5957,-86.2846,219.3,"Pukaskwa, ON, CA"
CN,PNT,49.3224,-119.6254,531.0,"Penticton, BC, CA"
CN,POIN,72.7012,-77.962,21.0,"Pond Inlet, NU, CA"
CN,PTRF,48.5442,-124.4131,164.0,"Port Renfrew PTRF, BC, CA"
CN,QCQ,46.7792,-71.2756,90.0,"Quebec City, QC, CA"
CN,QEPB,49.2419,-123.1141,128.0,"Queen Elizabeth Park, BC, CA"
CN,RDLQ,47.8352,-69.5376,55.0,"Riviere-du-Loup, QC, CA"
CN,RES,74.6892,-94.8962,19.0,"Resolute, NU, CA"
CN,RIGQ,45.4469,-74.2581,149.0,"Rigaud, QC, CA"
CN,RIMQ,48.4449,-68.482,124.0,"Rimouski, QC, CA"
CN,RISQ,48.4533,-68.5127,66.0,"Rimouski, QC, CA"
CN,ROUQ,47.4753,-69.9966,32.0,"Riviere-Ouelle, QC, CA"
CN,RUB,54.3259,-130.2867,53.0,"Prince Rupert, BC, CA"
CN,RUBB,54.3262,-130.2523,12.0,"Prince Rupert, BC, CA"
CN,SACHN,71.9871,-125.2472,32.0,"Sachs Harbour, NT, CA"
CN,SADO,44.7695,-79.1411,228.0,"Sadowa, ON, CA"
CN,SAKN,56.5359,-79.2324,2.0,"Sanikiluaq, NU, CA"
CN,SANQ,48.3249,-71.9886,296.0,"St-Andre-du-Lac-St-Jean, QC, CA"
CN,SCHQ,54.8324,-66.8332,497.5,"Schefferville, QC, CA"
CN,SELQ,47.4958,-69.362,459.0,"St-Eleuthere, QC, CA"
CN,SFA,47.124401,-70.826599,230.0,"Sept-Chutes, QC, CA"
CN,SFA,47.1246,-70.8266,227.0,"St-Ferreol-les-Neiges, QC, CA"
CN,SGRQ,46.1399,-70.5788,330.0,"St-Georges, QC, CA"
CN,SHB,49.5985,-123.8771,1129.0,"Sechelt, BC, CA"
CN,SHPB,49.3476,-126.2598,26.0,"Sharp Point, BC, CA"
CN,SILO,54.4792,-84.9126,195.0,"Sutton Inlier, ON, CA"
CN,SJNN,47.5951,-52.678,143.0,"St. Johns, NL, CA"
CN,SJUQ,45.5621,-73.3233,66.0,"Ste-Julie, QC, CA"
CN,SLBQ,46.7418,-70.016,412.0,"Ste-Lucie-de-Beauregard, QC, CA"
CN,SLEB,51.1685,-118.1326,2029.0,"Sale Mountain, BC, CA"
CN,SMQ,50.2225,-66.7025,344.0,"Ste-Marguerite, QC, CA"
CN,SNB,48.7751,-123.1723,402.0,"Saturna Island, BC, CA"
CN,SNFQ,48.888,-67.3511,65.0,"Sainte-Felicite, QC, CA"
CN,SOLO,50.0215,-92.0808,370.0,"Sioux Lookout, ON, CA"
CN,STJA,51.9372,-131.0155,41.8,"Cape St.James, BC, CA"
CN,STJN,47.5699,-52.7559,167.0,"St. Johns, NL, CA"
CN,STPQ,47.5262,-69.8049,50.0,"St-Pascal, QC, CA"
CN,SUBO,46.6115,-81.1321,281.0,"Sudbury, ON, CA"
CN,SUNO,46.6438,-81.3442,343.0,"Sudbury Onaping, ON, CA"
CN,SURQ,45.1675,-73.7081,60.0,"Ste-Clotilde, QC, CA"
CN,SYMB,48.5593,-123.7989,945.0,"Survey Mountain, BC, CA"
CN,TAHB,49.8925,-126.677,455.0,"Tahsis, BC, CA"
CN,TBO,48.6472,-89.4085,475.0,"Thunder Bay, ON, CA"
CN,TIMO,48.4659,-81.3032,392.0,"Timmins, ON, CA"
CN,TKWB,52.8597,-131.7501,10.0,"Talunkwan Haida Gwaii, BC, CA"
CN,TOFB,49.1543,-125.9078,13.0,"Tofino, BC, CA"
CN,TRQ,46.2175,-74.5514,863.8,"Mont-Tremblant, QC, CA"
CN,TRQ,46.2176,-74.5513,860.0,"Mont-Tremblant, QC, CA"
CN,TSUB,52.7551,-132.0415,314.0,"Tasu, BC, CA"
CN,TXB,49.698,-124.4376,492.0,"Texada Island, BC, CA"
CN,TXDB,49.6979,-124.4377,501.0,"Texada, BC, CA"
CN,UBRB,52.8918,-124.0832,1240.0,"Upper Baezaeko River, BC, CA"
CN,ULM,50.2503,-95.875,250.9,"Lac Du Bonnet, MB, CA"
CN,VABQ,45.9047,-75.6079,210.0,"Val Des Bois, QC, CA"
CN,VDB,49.0261,-122.1028,404.0,"Vedder Mountain, BC, CA"
CN,VDBQ,45.9277,-75.5697,204.0,"Val-Des-Bois, QC, CA"
CN,VDEB,49.057,-122.0571,351.0,"Vedder Mountain, BC, CA"
CN,VGZ,48.4131,-123.3251,67.0,"Victoria Gonzales, BC, CA"
CN,VIB,53.2522,-132.5406,1008.0,"Van Inlet, BC, CA"
CN,VIMO,52.8173,-83.7449,78.0,"Victor Mine, ON, CA"
CN,VLDQ,48.1901,-77.7572,316.0,"Val-dOr, QC, CA"
CN,WALA,49.059,-113.911,1400.0,"Waterton Lake, AB, CA"
CN,WBO,45.0012,-75.2753,840.0,"Williamsburg, ON, CA"
CN,WHY,60.6597,-134.8825,1273.0,"Whitehorse, YT, CA"
CN,WOSB,50.1608,-126.5704,961.0,"Woss, BC, CA"
CN,WPB,49.6478,-123.2094,260.0,"Watts Point, BC, CA"
CN,WSLR,50.1266,-122.9212,907.0,"Whistler, BC, CA"
CN,YKAB0,62.6059,-114.606,196.0,"Yellowknife Blue 10, NT, CA"
CN,YKAB1,62.4023,-114.6063,146.0,"Yellowknife Blue 1, NT, CA"
CN,YKAB2,62.4247,-114.6064,151.8,"Yellowknife Blue 2, NT, CA"
CN,YKAB3,62.4485,-114.6061,159.5,"Yellowknife Blue 3, NT, CA"
CN,YKAB4,62.4709,-114.6057,164.8,"Yellowknife Blue 4, NT, CA"
CN,YKAB6,62.5164,-114.6057,174.6,"Yellowknife Blue 6, NT, CA"
CN,YKAB7,62.5389,-114.6061,178.0,"Yellowknife Blue 7, NT, CA"
CN,YKAB8,62.5614,-114.6054,171.5,"Yellowknife Blue 8, NT, CA"
CN,YKAB9,62.5829,-114.6047,188.3,"Yellowknife Blue 9, NT, CA"
CN,YKAR1,62.4928,-114.9445,142.0,"Yellowknife Red 1, NT, CA"
CN,YKAR2,62.4928,-114.8959,146.2,"Yellowknife Red 2, NT, CA"
CN,YKAR3,62.4929,-114.8477,147.6,"Yellowknife Red 3, NT, CA"
CN,YKAR4,62.4927,-114.7998,150.1,"Yellowknife Red 4, NT, CA"
CN,YKAR5,62.4931,-114.7504,155.3,"Yellowknife Red 5, NT, CA"
CN,YKAR6,62.4932,-114.7019,162.0,"Yellowknife Red 6, NT, CA"
CN,YKAR7,62.4932,-114.6544,168.5,"Yellowknife Red 7, NT, CA"
CN,YKAR8,62.4931,-114.6061,168.0,"Yellowknife Red 8, NT, CA"
CN,YKAR9,62.493,-114.5564,172.6,"Yellowknife Red 9, NT, CA"
CN,YKAW1,62.4822,-114.4842,198.2,"Yellowknife White 1, NT, CA"
CN,YKAW3,62.5616,-114.6099,196.6,"Yellowknife White 3, NT, CA"
CN,YKB0,62.6059,-114.606,194.2,"Yellowknife, NT, CA"
CN,YKB1,62.4023,-114.6063,145.1,"Yellowknife, NT, CA"
CN,YKB2,62.4247,-114.6063,150.3,"Yellowknife, NT, CA"
CN,YKB3,62.4485,-114.6061,158.2,"Yellowknife, NT, CA"
CN,YKB4,62.4709,-114.6058,163.8,"Yellowknife, NT, CA"
CN,YKB6,62.5164,-114.6057,173.6,"Yellowknife, NT, CA"
CN,YKB7,62.5389,-114.6061,176.6,"Yellowknife, NT, CA"
CN,YKB8,62.5615,-114.6055,171.0,"Yellowknife, NT, CA"
CN,YKB9,62.583,-114.6039,213.1,"Yellowknife, NT, CA"
CN,YKR1,62.4928,-114.9445,141.1,"Yellowknife, NT, CA"
CN,YKR2,62.4928,-114.8959,145.0,"Yellowknife, NT, CA"
CN,YKR3,62.4929,-114.8476,146.2,"Yellowknife, NT, CA"
CN,YKR4,62.4927,-114.7998,148.9,"Yellowknife, NT, CA"
CN,YKR5,62.4932,-114.7504,154.2,"Yellowknife, NT, CA"
CN,YKR6,62.4932,-114.702,161.0,"Yellowknife, NT, CA"
CN,YKR7,62.4932,-114.6544,167.5,"Yellowknife, NT, CA"
CN,YKR8,62.4931,-114.6062,166.7,"Yellowknife, NT, CA"
CN,YKR9,62.493,-114.5565,171.7,"Yellowknife, NT, CA"
CN,YKW1,62.4822,-114.4843,170.7,"Yellowknife, NT, CA"
CN,YKW2,62.4337,-114.6038,143.8,"Yellowknife, NT, CA"
CN,YKW3,62.5616,-114.6099,170.3,"Yellowknife, NT, CA"
CN,YKW4,62.4925,-114.7432,160.6,"Yellowknife, NT, CA"
CN,YKW5,62.4822,-114.4843,170.7,"Yellowknife, NT, CA"
CN,YOUB,48.901,-124.2618,771.0,"Youbou Lake Cowichan, BC, CA"
CN,YUK1,62.1533,-140.5288,1532.0,"Sand Pete Hill, YT, CA"
CN,YUK2,61.7668,-140.8426,1229.0,"White River, YT, CA"
CN,YUK3,61.7755,-140.4595,2100.0,"Moose Creek, YT, CA"
CN,YUK4,61.4348,-138.5463,2009.0,"Talbot Arm, YT, CA"
CN,YUK5,61.1315,-137.8593,1619.0,"Granite Creek, YT, CA"
CN,YUK6,60.9432,-138.3626,2233.0,"Outpost Mountain, YT, CA"
CN,YUK7,60.5307,-138.1399,1992.0,"Dusty Glacier, YT, CA"
CN,YUK8,61.2844,-139.7646,2456.0,"Steele Glacier, YT, CA"
AT,AKUT,54.13517,-165.771851,19.2,"Akutan, Alaska"
AT,CHGN,56.301399,-158.414154,17.0,"Chignik, Alaska"
AT,CRAG,55.468941,-133.122971,57.9,"Craig, Alaska"
AT,DORN,61.067727,-148.165709,22.43,"Pt. Doran, Barry Arm, Alaska"
AT,ESTR,60.945218,-148.052883,3.86,"Esther Passage, Barry Arm, Alaska"
AT,MENT,62.938049,-143.719421,702.0,"Mentasta, Alaska"
AT,MID,59.427799,-146.338806,37.0,"Middleton Island, Alaska"
AT,NSHR,61.037669,-148.115133,0.0,"North Shore, Barry Arm, Alaska"
AT,OHAK,57.2225,-153.287506,77.5,"Old Harbor, Alaska"
AT,PMR,61.592201,-149.130798,100.0,"Palmer, Alaska"
AT,SDPT,55.3493,-160.476593,74.0,"Sand Point, Alaska"
AT,SIT,57.0569,-135.324402,19.0,"Sitka, Alaska"
AT,SKAG,59.460098,-135.328964,134.0,"Skagway, Alaska"
AT,SMY,52.730801,174.103104,58.0,"Shemya, Alaska"
AT,SVW2,61.1082,-155.621704,498.8,"Sparrevohn, Alaska"
AT,TTA,62.930099,-156.011597,990.0,"Tatalina, Alaska"
AT,YKU2,59.5121,-139.671036,10.1,"Yakutat, Alaska"
